,year,source,target
7308,1984.0,K. U. Chernenko (1984 - 1985),USA. Literature in English
7309,1984.0,USA. Literature in English,"Макграт, Томас"
7310,,,
7311,,,
7312,1981.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7313,1981.0,USA. Literature in English,"Макграт, Томас"
7314,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7315,1983.0,USA. Literature in English,"Маккаллерс, Карсон"
7316,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7317,1991.0,USA. Literature in English,"Маккаллерс, Карсон"
7318,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7319,1980.0,USA. Literature in English,"Маккол, Ден"
7320,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7321,1980.0,USA. Literature in English,"Маккол, Ден"
7322,1984.0,K. U. Chernenko (1984 - 1985),USA. Literature in English
7323,1984.0,USA. Literature in English,"Марч, Вільям"
7324,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7325,1977.0,USA. Literature in English,"Марч, Вільям"
7326,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7327,1982.0,USA. Literature in English,"Мбері, Антар (Антар Судан Катара)"
7328,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7329,1983.0,USA. Literature in English,"Мбері, Антар (Антар Судан Катара)"
7330,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7331,1970.0,USA. Literature in English,"Мейфілд, Джуліан"
7332,,,
7333,,,
7334,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7335,1977.0,USA. Literature in English,"Мелвілл, Герман"
7336,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7337,1982.0,USA. Literature in English,"Метесон, Річард"
7338,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7339,1963.0,USA. Literature in English,"Міддоу, Дж"
7340,,,
7341,,,
7342,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7343,1964.0,USA. Literature in English,"Міен, Томас"
7344,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7345,1964.0,USA. Literature in English,"Міен, Томас"
7346,1985.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7347,1985.0,USA. Literature in English,"Момадей, Наварра Скотт"
7348,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7349,1976.0,USA. Literature in English,"Момадей, Наварра Скотт"
7350,,,
7351,,,
7352,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7353,1976.0,USA. Literature in English,"Ніатум, Дуейн"
7354,,,
7355,,,
7356,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7357,1977.0,USA. Literature in English,"О’Коннор, Фланнері"
7358,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7359,1964.0,USA. Literature in English,"Олбі, Едвард"
7360,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7361,1963.0,USA. Literature in English,"Олбрайт, Джон"
7362,1961.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7363,1961.0,USA. Literature in English,"Олгрен, Нельсон"
7364,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7365,1978.0,USA. Literature in English,"Олівер, Бетті"
7366,1929.0,J. V. Stalin (1922 - 1952),USA. Literature in English
7367,1929.0,USA. Literature in English,Опатошу Й
7368,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7369,1978.0,USA. Literature in English,"Ортіс, Саймон"
7370,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7371,1972.0,USA. Literature in English,"Остін, Мері"
7372,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7373,1972.0,USA. Literature in English,"Остін, Мері"
7374,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7375,1977.0,USA. Literature in English,"Оутс, Джойс Керол"
7376,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7377,1977.0,USA. Literature in English,"Оутс, Джойс Керол"
7378,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7379,1977.0,USA. Literature in English,"Оутс, Джойс Керол"
7380,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7381,1977.0,USA. Literature in English,"Оутс, Джойс Керол"
7382,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7383,1977.0,USA. Literature in English,"О’Хара, Джон"
7384,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7385,1978.0,USA. Literature in English,"Паулзіне, Нікі"
7386,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7387,1972.0,USA. Literature in English,"Петчен, Кеннет"
7388,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7389,1978.0,USA. Literature in English,"Пікерналл, Кларенс"
7390,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7391,1980.0,USA. Literature in English,"Плат, Сільвія"
7392,,,
7393,,,
7394,,,
7395,,,
7396,1990.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7397,1990.0,USA. Literature in English,"Плат, Сільвія"
7398,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7399,1982.0,USA. Literature in English,"По, Едгар"
7400,1984.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7401,1984.0,USA. Literature in English,"По, Едгар"
7402,,,
7403,,,
7404,,,
7405,,,
7406,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7407,1972.0,USA. Literature in English,"Поллак, Фелікс"
7408,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7409,1978.0,USA. Literature in English,"Портер, Кетрін Енн"
7410,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7411,1978.0,USA. Literature in English,"Портер, Кетрін Енн"
7412,1973.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7413,1973.0,USA. Literature in English,"П’юзо, Маріо"
7414,,,
7415,,,
7416,1973.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7417,1973.0,USA. Literature in English,"П’юзо, Маріо"
7418,,,
7419,,,
7420,1973.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7421,1973.0,USA. Literature in English,"П’юзо, Маріо"
7422,,,
7423,,,
7424,1974.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7425,1974.0,USA. Literature in English,"П’юзо, Маріо"
7426,,,
7427,,,
7428,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7429,1978.0,USA. Literature in English,"Ред-Клауд, Фред"
7430,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7431,1976.0,USA. Literature in English,"Редберд, Дюк"
7432,,,
7433,,,
7434,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7435,1976.0,USA. Literature in English,"Редберд, Дюк"
7436,,,
7437,,,
7438,1987.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7439,1987.0,USA. Literature in English,"Рейнолдс, Мак"
7440,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7441,1972.0,USA. Literature in English,"Ретке, Теодор"
7442,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7443,1972.0,USA. Literature in English,"Ріпланскі, Наомі"
7444,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7445,1972.0,USA. Literature in English,"Ріс, Сем"
7446,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7447,1982.0,USA. Literature in English,"Руні, Френк"
7448,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7449,1983.0,USA. Literature in English,"Садовські, Енні"
7450,1965.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7451,1965.0,USA. Literature in English,"Сакстон, Александр"
7452,,,
7453,,,
7454,1965.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7455,1965.0,USA. Literature in English,"Сакстон, Александр"
7456,,,
7457,,,
7458,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7459,1964.0,USA. Literature in English,"Саллівен, Френк"
7460,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7461,1978.0,USA. Literature in English,Самік
7462,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7463,1972.0,USA. Literature in English,"Санчес, Соня"
7464,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7465,1977.0,USA. Literature in English,"Сароян, Вільям"
7466,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7467,1963.0,USA. Literature in English,"Сароян, Вільям"
7468,1961.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7469,1961.0,USA. Literature in English,"Сароян, Вільям"
7470,,,
7471,,,
7472,1968.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7473,1968.0,USA. Literature in English,"Сароян, Вільям"
7474,,,
7475,,,
7476,,,
7477,,,
7478,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7479,1982.0,USA. Literature in English,"Семсон, Джоан"
7480,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7481,1982.0,USA. Literature in English,"Семсон, Джоан"
7482,1966.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7483,1966.0,USA. Literature in English,"Сендберг, Карл"
7484,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7485,1978.0,USA. Literature in English,"Сент-Клер, Даррел Деніел"
7486,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7487,1978.0,USA. Literature in English,"Сент-Клер, Даррел Деніел"
7488,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7489,1976.0,USA. Literature in English,"Сігел, Ерік"
7490,,,
7491,,,
7492,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7493,1980.0,USA. Literature in English,"Сміт, Люсі"
7494,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7495,1978.0,USA. Literature in English,"Сміт, Річард"
7496,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7497,1963.0,USA. Literature in English,"Стевіс, Беррі"
7498,,,
7499,,,
7500,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7501,1964.0,USA. Literature in English,"Стейнбек, Джон"
7502,,,
7503,,,
7504,,,
7505,,,
7506,,,
7507,,,
7508,,,
7509,,,
7510,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7511,1964.0,USA. Literature in English,"Стейнбек, Джон"
7512,,,
7513,,,
7514,,,
7515,,,
7516,,,
7517,,,
7518,,,
7519,,,
7520,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7521,1964.0,USA. Literature in English,"Стейнбек, Джон"
7522,,,
7523,,,
7524,,,
7525,,,
7526,,,
7527,,,
7528,,,
7529,,,
7530,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7531,1964.0,USA. Literature in English,"Стейнбек, Джон"
7532,,,
7533,,,
7534,,,
7535,,,
7536,,,
7537,,,
7538,,,
7539,,,
7540,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7541,1964.0,USA. Literature in English,"Стейнбек, Джон"
7542,,,
7543,,,
7544,,,
7545,,,
7546,,,
7547,,,
7548,,,
7549,,,
7550,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7551,1964.0,USA. Literature in English,"Стейнбек, Джон"
7552,,,
7553,,,
7554,,,
7555,,,
7556,,,
7557,,,
7558,,,
7559,,,
7560,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7561,1964.0,USA. Literature in English,"Стейнбек, Джон"
7562,,,
7563,,,
7564,,,
7565,,,
7566,,,
7567,,,
7568,,,
7569,,,
7570,1965.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7571,1965.0,USA. Literature in English,"Стейнбек, Джон"
7572,,,
7573,,,
7574,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7575,1983.0,USA. Literature in English,"Стіл, Джеймс"
7576,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7577,1991.0,USA. Literature in English,"Стоун, Ірвінг"
7578,,,
7579,,,
7580,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7581,1991.0,USA. Literature in English,"Стоун, Ірвінг"
7582,,,
7583,,,
7584,1966.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7585,1966.0,USA. Literature in English,"Стоун, Ірвінг"
7586,1966.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7587,1966.0,USA. Literature in English,"Стоун, Ірвінг"
7588,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7589,1963.0,USA. Literature in English,"Стоун, Філіп Олстон"
7590,,,
7591,,,
7592,1963.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7593,1963.0,USA. Literature in English,"Стоун, Філіп Олстон"
7594,,,
7595,,,
7596,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7597,1982.0,USA. Literature in English,"Суонн, Томас Бернетт"
7598,1981.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7599,1981.0,USA. Literature in English,"Ташнет, Леонард"
7600,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7601,1976.0,USA. Literature in English,"Твен, Марк"
7602,1966.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7603,1966.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7604,1966.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7605,1966.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7606,1984.0,K. U. Chernenko (1984 - 1985),USA. Literature in English
7607,1984.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7608,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7609,1970.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7610,,,
7611,,,
7612,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7613,1982.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7614,1967.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7615,1967.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7616,1967.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7617,1967.0,USA. Literature in English,"Торбер (Тербер, Тарбер), Джеймс"
7618,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7619,1972.0,USA. Literature in English,"Трейсі, Вірджінія"
7620,,,
7621,,,
7622,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7623,1983.0,USA. Literature in English,"Троуп, Квінсі"
7624,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7625,1978.0,USA. Literature in English,"Тсо, Юджін"
7626,1978.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7627,1978.0,USA. Literature in English,Тукту
7628,1974.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7629,1974.0,USA. Literature in English,"Уелті, Юдора"
7630,1981.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7631,1981.0,USA. Literature in English,"Уест, Морріс"
7632,,,
7633,,,
7634,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7635,1977.0,USA. Literature in English,"Уїльямс, Теннесі"
7636,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7637,1969.0,USA. Literature in English,"Уїтмен, Уолт"
7638,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7639,1969.0,USA. Literature in English,"Уїтмен, Уолт"
7640,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7641,1977.0,USA. Literature in English,"Уїтмен, Уолт"
7642,1962.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7643,1962.0,USA. Literature in English,"Уїтмен, Уолт"
7644,1962.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7645,1962.0,USA. Literature in English,"Уїтмен, Уолт"
7646,1962.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7647,1962.0,USA. Literature in English,"Уїтмен, Уолт"
7648,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7649,1982.0,USA. Literature in English,"Уокер, Івен"
7650,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7651,1964.0,USA. Literature in English,"Уокер, Маргарет"
7652,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7653,1983.0,USA. Literature in English,"Фармер, Філіп Хосе"
7654,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7655,1991.0,USA. Literature in English,"Фелсен, Генрі Грегор"
7656,1976.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7657,1976.0,USA. Literature in English,"Фіцджеральд, Френсіс Скотт"
7658,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7659,1982.0,USA. Literature in English,"Фіш, Роберт"
7660,1986.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7661,1986.0,USA. Literature in English,"Фолкнер, Вільям"
7662,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7663,1975.0,USA. Literature in English,"Фолкнер, Вільям"
7664,1977.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7665,1977.0,USA. Literature in English,"Фолкнер, Вільям"
7666,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7667,1975.0,USA. Literature in English,"Фолкнер, Вільям"
7668,1971.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7669,1971.0,USA. Literature in English,"Фолкнер, Вільям"
7670,,,
7671,,,
7672,1971.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7673,1971.0,USA. Literature in English,"Фолкнер, Вільям"
7674,,,
7675,,,
7676,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7677,1970.0,USA. Literature in English,"Фолкнер, Вільям"
7678,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7679,1970.0,USA. Literature in English,"Фолкнер, Вільям"
7680,1960.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7681,1960.0,USA. Literature in English,"Фолкнер, Вільям"
7682,,,
7683,,,
7684,1960.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7685,1960.0,USA. Literature in English,"Фолкнер, Вільям"
7686,,,
7687,,,
7688,1960.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7689,1960.0,USA. Literature in English,"Фолкнер, Вільям"
7690,,,
7691,,,
7692,1960.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7693,1960.0,USA. Literature in English,"Фолкнер, Вільям"
7694,,,
7695,,,
7696,1960.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7697,1960.0,USA. Literature in English,"Фолкнер, Вільям"
7698,,,
7699,,,
7700,1962.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7701,1962.0,USA. Literature in English,"Фолкнер, Вільям"
7702,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7703,1964.0,USA. Literature in English,"Фрост, Роберт"
7704,1974.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7705,1974.0,USA. Literature in English,"Фрост, Роберт"
7706,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7707,1983.0,USA. Literature in English,"Фрост, Роберт"
7708,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7709,1991.0,USA. Literature in English,"Хайнлайн, Роберт"
7710,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7711,1991.0,USA. Literature in English,"Хантер, Івен"
7712,1967.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7713,1967.0,USA. Literature in English,"Хантер, Івен"
7714,,,
7715,,,
7716,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7717,1964.0,USA. Literature in English,"Хейден, Роберт Е"
7718,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7719,1972.0,USA. Literature in English,"Хейлі, Артур"
7720,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7721,1972.0,USA. Literature in English,"Хейлі, Артур"
7722,1985.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7723,1985.0,USA. Literature in English,"Хелман, Ліліан"
7724,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7725,1969.0,USA. Literature in English,"Хемінгуей, Ернест"
7726,,,
7727,,,
7728,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7729,1969.0,USA. Literature in English,"Хемінгуей, Ернест"
7730,,,
7731,,,
7732,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7733,1969.0,USA. Literature in English,"Хемінгуей, Ернест"
7734,,,
7735,,,
7736,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7737,1979.0,USA. Literature in English,"Хемінгуей, Ернест"
7738,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7739,1979.0,USA. Literature in English,"Хемінгуей, Ернест"
7740,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7741,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7742,,,
7743,,,
7744,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7745,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7746,,,
7747,,,
7748,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7749,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7750,,,
7751,,,
7752,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7753,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7754,,,
7755,,,
7756,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7757,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7758,,,
7759,,,
7760,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7761,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7762,,,
7763,,,
7764,1975.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7765,1975.0,USA. Literature in English,"Хемінгуей, Ернест"
7766,,,
7767,,,
7768,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7769,1991.0,USA. Literature in English,"Хеммет, Дешіл"
7770,1965.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7771,1965.0,USA. Literature in English,"Хілл,Джо"
7772,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7773,1979.0,USA. Literature in English,"Хілл,Джо"
7774,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7775,1979.0,USA. Literature in English,"Хілл,Джо"
7776,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7777,1991.0,USA. Literature in English,"Холдінг, Джеймс"
7778,1981.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7779,1981.0,USA. Literature in English,"Хорген, Пол"
7780,1969.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7781,1969.0,USA. Literature in English,"Х’юз, Ленгстон"
7782,,,
7783,,,
7784,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7785,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7786,1987.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7787,1987.0,USA. Literature in English,"Х’юз, Ленгстон"
7788,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7789,1964.0,USA. Literature in English,"Х’юз, Ленгстон"
7790,1964.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7791,1964.0,USA. Literature in English,"Х’юз, Ленгстон"
7792,1972.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7793,1972.0,USA. Literature in English,"Х’юз, Ленгстон"
7794,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7795,1980.0,USA. Literature in English,"Х’юз, Ленгстон"
7796,,,
7797,,,
7798,1987.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7799,1987.0,USA. Literature in English,"Х’юз, Ленгстон"
7800,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7801,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7802,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7803,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7804,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7805,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7806,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7807,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7808,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7809,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7810,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7811,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7812,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7813,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7814,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7815,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7816,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7817,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7818,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7819,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7820,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7821,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7822,1970.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7823,1970.0,USA. Literature in English,"Х’юз, Ленгстон"
7824,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7825,1991.0,USA. Literature in English,"Чандлер (Чендлер), Реймонд"
7826,1988.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7827,1988.0,USA. Literature in English,"Чандлер (Чендлер), Реймонд"
7828,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7829,1980.0,USA. Literature in English,"Чандлер (Чендлер), Реймонд"
7830,1989.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7831,1989.0,USA. Literature in English,"Чандлер (Чендлер), Реймонд"
7832,1932.0,J. V. Stalin (1922 - 1952),USA. Literature in English
7833,1932.0,USA. Literature in English,Чемберс У
7834,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7835,1983.0,USA. Literature in English,"Чівер, Джон"
7836,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7837,1983.0,USA. Literature in English,"Чівер, Джон"
7838,1980.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7839,1980.0,USA. Literature in English,"Шакур, Ассата"
7840,1991.0,M. S. Gorbachev (1985 - 1991),USA. Literature in English
7841,1991.0,USA. Literature in English,"Шеклі, Роберт"
7842,1983.0,Y. V. Andropov (1982 - 1984),USA. Literature in English
7843,1983.0,USA. Literature in English,"Шеклі, Роберт"
7844,1982.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7845,1982.0,USA. Literature in English,"Шоу, Ірвін"
7846,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7847,1979.0,USA. Literature in English,"Шоу, Ірвін"
7848,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7849,1979.0,USA. Literature in English,"Шоу, Ірвін"
7850,1979.0,L. I. Brezhnev (1964 - 1982),USA. Literature in English
7851,1979.0,USA. Literature in English,"Шоу, Ірвін"
7852,1959.0,N. S. Khrushchev (1953 - 1964),USA. Literature in English
7853,1959.0,USA. Literature in English,"Шоу, Ірвін"
7854,1985.0,K. U. Chernenko (1984 - 1985),USA. Literature in English
